response,version,folder,historical_filename,sha256
04,v0.4,04-v0.4-universal-scale-locking-turok36,universal_scale_locking_acceptance_matrix_v0_4.csv,360b98c2b9f4f7450b7ee3c86105bab7b46bb3f3d3448a05f618b456e61f936e
04,v0.4,04-v0.4-universal-scale-locking-turok36,verify_universal_scale_locking_v0_4.py,19a4202b9ecae095a45b6814f08d0ce6787f5b6afe20237a2df10fa09e72a63c
04,v0.4,04-v0.4-universal-scale-locking-turok36,universal_scale_locking_verification_v0_4.json,e3028a5956ea4954597e0d34b88b61f54c4fa64dfea78729a4ece914bd62cbe1
04,v0.4,04-v0.4-universal-scale-locking-turok36,universal_scale_locking_research_package_v0_4.zip,ef94df14ec0a5903f5ecd82e2e6ba8ff11ec3f16798d253a20b30aa699f97d50
05,v0.5,05-v0.5-qcd-chronometric-lock,qcd_chronometric_lock_v0_5.pdf,7162821580a473cba0a52560fe503e31a4e1e9e13021d76564697d85ed6d9352
05,v0.5,05-v0.5-qcd-chronometric-lock,qcd_chronometric_lock_v0_5.tex,db10546883363d800267887b58b7bb4fdce46b0493ef505dfc034f7b48aca87a
05,v0.5,05-v0.5-qcd-chronometric-lock,qcd_chronometric_lock_v0_5.md,69a55046b29691162f5a05233285b8f80cfa78f04b75c6f1b7136b36d80cebdd
05,v0.5,05-v0.5-qcd-chronometric-lock,qcd_chronometric_claim_matrix_v0_5.csv,cab481eb07e48fb9e3751aa3a0c16afab83900cbd727355ece2e047772d2d6d9
05,v0.5,05-v0.5-qcd-chronometric-lock,verify_qcd_chronometric_lock_v0_5.py,3f2b7c286092ae19d56939e7697cae82e6906335d79cc4d2a734a75e95b06f99
05,v0.5,05-v0.5-qcd-chronometric-lock,qcd_chronometric_lock_verification_v0_5.json,03d131664e5878dfca532192a6356a7c34d73524c43fdcf3896a35fe12310bed
05,v0.5,05-v0.5-qcd-chronometric-lock,qcd_chronometric_lock_research_package_v0_5.zip,11feb20194e7318df4b75778893deccdcda316e4e18c5ade0d21a143949514c3
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_qcd_chronometry_v0_6.pdf,62ed4531f4249dda3bc00136db8f368be04fd3aad3b2278b953e61e48840c66d
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_qcd_chronometry_v0_6.tex,a6e5e4a72e8cb076f7e7f4c7c9455ce50f185905e8ed26446a99be758b12fba2
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_qcd_chronometry_v0_6.md,7b34234490305a8ec379c5f70fa814608d30dcf7e3af6c3a58c436ac4d2d7f26
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_qcd_claim_matrix_v0_6.csv,71d232502c92eb5beb98e9c96d2b660c1255721ead13136af6f8e876e3d6cbd7
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,verify_zn_protected_qcd_chronometry_v0_6.py,c18df50fd4839026d94e127ade4b215a41969e8171121373b6292e7580d7789f
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_qcd_chronometry_verification_v0_6.json,ef467a39530972e14399db0122a2218e530654cf006a0ab8a4300c05e1f7ef4c
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_mass_scaling_v0_6.png,067153d171ccdfead23ccf920c3db2d91cff8b72cb010e34b077b0f99b4866fb
06,v0.6,06-v0.6-zn-protected-qcd-chronometry,zn_protected_qcd_chronometry_research_package_v0_6.zip,fef82bc24d4ca2e664983466e3529e0f90469e38b011db4ef89afebc8a84664a
07,v0.7,07-v0.7-environmental-non-screening,environmental_non_screening_v0_7.pdf,3fbfca58f3f63a338d1290d207caace1af1bd39cdeef20ec450a862a81825003
07,v0.7,07-v0.7-environmental-non-screening,environmental_non_screening_v0_7.tex,d4e63b651cbbf239e1ae03a7d10cb303fcc7ce405d0b915f97b146dc1adcad25
07,v0.7,07-v0.7-environmental-non-screening,environmental_non_screening_v0_7.md,7e0fc411c6e72a3110f9b4bbae666de01f6ea7e0edf823e29b80d0529bdc0258
07,v0.7,07-v0.7-environmental-non-screening,verify_environmental_screening_v0_7.py,2cb14b1f2248760b44be5360e75d16ab6c8f6b642fe5cacbe798caac65d231d9
07,v0.7,07-v0.7-environmental-non-screening,environmental_screening_verification_v0_7.json,f1e59f45967bb63a82ba3d8df311063b896e79102e185d990613a562a9b78215
07,v0.7,07-v0.7-environmental-non-screening,environmental_screening_benchmarks_v0_7.csv,16bd404f5f9a10c970fd8b345064393fad1799f7d72b32247f7fd588ad6d436c
07,v0.7,07-v0.7-environmental-non-screening,environmental_screening_acceptance_matrix_v0_7.csv,16bd404f5f9a10c970fd8b345064393fad1799f7d72b32247f7fd588ad6d436c
07,v0.7,07-v0.7-environmental-non-screening,environmental_effective_potential_v0_7.png,26e87039593a929373024f2d52f4fbc18729c8a82522f23947bcf6fc2d9488ac
07,v0.7,07-v0.7-environmental-non-screening,environmental_profiles_v0_7.png,9a32096d13e8b3287eb8924bae7ee6963599b6f6acddc9ff459f4b186e04b006
07,v0.7,07-v0.7-environmental-non-screening,environmental_screening_map_v0_7.png,7c0f5317ae9dde110c213973b4e479c54291180f7ffca2a4dd3f847ea44d1584
07,v0.7,07-v0.7-environmental-non-screening,environmental_non_screening_research_package_v0_7.zip,46f4bfec7864dc1d66d41ed70495fb6f615028bbbf20b81eed378964e9c66bb2
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_selection_v0_8.pdf,cbc6f62a6690b4102cb4f7139c3af4cc3c53d7e89d0437002b9c34789f6e200d
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_selection_v0_8.tex,ed8ec5b87d93c9a698e8f5dc957c2239d229d9be692ededf1981c6453ea970be
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_selection_v0_8.md,3daf4a5c9c73336d74305f83b005084645d3683aa00f1e0a07fe32c50ca16acf
08,v0.8,08-v0.8-cosmological-vacuum-selection,verify_cosmological_vacuum_selection_v0_8.py,58104fdbe0e57ae52f017c759b982c4c982fb84e76664935ab71e82cf645e8d7
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_parameter_scan_v0_8.csv,1ed209699351e4bf134c50acdf9408f44e5c90acb28be3cd02053c427d97bfb2
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_selection_results_v0_8.json,1beeda21bcbaa8e08138ed6bacb92cdc49dfbb6a088db0ac0661dabedb4a766c
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_trajectory_v0_8.png,49952a0cdd9333972bb12ecbbec32d2e1cab9aff5edee365dc85030eab635ddb
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_force_hierarchy_v0_8.png,8c56394ffb91cd158cf3b4320b01b2d543dd114fd766858c048904517aec677c
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_basin_v0_8.png,dbfe32dc605a88ec10b83914ffd51b352f6b709838c1d827563681153788b168
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_parameter_ridge_v0_8.png,1fbbd980d505715abeed06aa13b2008efb6cae00a8abf023caf79dd13642c3a2
08,v0.8,08-v0.8-cosmological-vacuum-selection,cosmological_vacuum_selection_research_package_v0_8.zip,10451820d8227e511f4653e91374b832549beeb36825c298ef9f00ed0b8a13b8
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_v0_9.pdf,593dbf23638c1844dc90986116c31f564fa97a23c1e115937391a0389f2bbe41
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_v0_9.tex,5f424ca5aafe81802f57a4d9c31164bad6384c0210de43c4bcbe84afa18cfe1b
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_v0_9.md,d573a74e28cffa508b4171975690f9e366213f41837c9e682fe8c424965eaa61
09,v0.9,09-v0.9-state-selected-reheating,verify_state_selected_reheating_v0_9.py,7352d23e27efc13c24100cc467f42b1d682008a1baec1f6b0fc02d1f137cbe0c
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_results_v0_9.json,fa5a58c5f8e55e0394e23741fee81adf05084789f1f7ba8e2183a22c0c455736
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_benchmark_v0_9.csv,d1f7defef61faeac9e3a298ebc85b2a3fcde1a534558791c5a26a312a4e7c2b9
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_acceptance_matrix_v0_9.csv,d1f7defef61faeac9e3a298ebc85b2a3fcde1a534558791c5a26a312a4e7c2b9
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_claim_matrix_v0_9.csv,d1f7defef61faeac9e3a298ebc85b2a3fcde1a534558791c5a26a312a4e7c2b9
09,v0.9,09-v0.9-state-selected-reheating,state_selected_sector_temperatures_v0_9.png,f3441cdc3af59aaada913a62e40f32f957e665a4de857593d3c38aa8064976f2
09,v0.9,09-v0.9-state-selected-reheating,state_selected_perturbation_spectra_v0_9.png,9aaaf3917617b29c16ea72d4740c2ae038154443b562c24aefb28f8dafdf1690
09,v0.9,09-v0.9-state-selected-reheating,state_selected_chronometric_transfer_v0_9.png,6a55287c5255e896e82fa4ed20d59bff976fdeeaded23c423cbc92787a1095b7
09,v0.9,09-v0.9-state-selected-reheating,state_selected_reheating_research_package_v0_9.zip,501f191205d5633d66c8a17e3cd8f76ae531d07f1cd29067d6befb856714e8dd
10,v1.0,10-v1.0-state-asymmetry-in-in,state_asymmetry_in_in_v1_0.pdf,bdad5a7c6cf61fd723269407add8c48c30cc7c985016675f0ff2ec51e81c7154
10,v1.0,10-v1.0-state-asymmetry-in-in,state_asymmetry_in_in_v1_0.tex,2a17d58ef85b43ea56af6fda7a007cae48a3ba334c901966c659a38d152361a8
10,v1.0,10-v1.0-state-asymmetry-in-in,state_asymmetry_in_in_v1_0.md,db96fc6b5e022e29406444643019dd6c049f14cb91659b49442ae249bd90a286
10,v1.0,10-v1.0-state-asymmetry-in-in,verify_in_in_radiative_escape_v1_0.py,00b247c9e551e372070ee4e13149c213c8d5b14c7f8f22bc2bd1f9274baf31af
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_radiative_escape_results_v1_0.json,4d80bac24966bb046c2e84c2168ae7ac5372dbaffa279f91ca0ae2b781df062c
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_radiative_escape_benchmark_v1_0.csv,d5e4db7289a449f5428d0fd37321e9d4dff46b40b8a58669470ae011d2b2c0e7
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_radiative_escape_claim_matrix_v1_0.csv,d5e4db7289a449f5428d0fd37321e9d4dff46b40b8a58669470ae011d2b2c0e7
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_two_loop_topology_v1_0.png,d38a5218ded0eafd4be4b8e5f7a288fb48a1fbaaae8895c9daceafc3a136c979
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_selector_state_separation_v1_0.png,01da5b5629a436651ee5b1dd28f7f099bf2fa41cedab1f33b5d42c16ac333606
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_state_harmonic_decay_v1_0.png,51f41c6a45b310a0165e072c47fdcea6a062cafc93e256b85f4c3d12df0e49f4
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_vacuum_harmonics_v1_0.png,68fb98efead4ff5368df68fedf25c954b87ad5a804789c957c7824f7aba8ffc5
10,v1.0,10-v1.0-state-asymmetry-in-in,in_in_memory_kernel_v1_0.png,68c00279cd1bf5e6d43fdf0922e321ed1a0ab8c4602e5d6d17685f441fbb4828
10,v1.0,10-v1.0-state-asymmetry-in-in,state_asymmetry_in_in_research_package_v1_0.zip,83050decf8caf48fef4e9bdf61c6000ad5d6dcf3fbb3efae4757ded32d8fa72e
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kadanoff_baym_v1_1.pdf,64a9b8552b8cc96590b68c783eca4798b7a7de147fe2cea2159cdbfafafa43b0
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kadanoff_baym_v1_1.tex,ba0afa232fba8fdcd1246abd503e4dc8c7c6fa93b11f68f5fcb488685d75e8ae
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kadanoff_baym_v1_1.md,f37b78b621222372099b0aaf89003ed4ffffa5aa06c6f8649405327edd58f0fb
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,verify_selector_threshold_kb_v1_1.py,e109730312897a5216bd740618233acc32371698571987b79c716e4274706604
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kb_results_v1_1.json,1a87896ea07572a4294de266df9deafed0c1f2fea137eb67c4ad8b3ecf8acde0
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kb_acceptance_matrix_v1_1.csv,1ca0b9cbf11d7b5750f500be222ae9f3f71697dea39d7cfd5557bf7e42ae225b
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kb_arrays_v1_1.npz,b370549103f2dfa0abcd45fece51209744a6be5413b448d035aa279d7d6103c4
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,mixed_selector_threshold_topology_v1_1.png,28e0c1e3520dd74661b75b438c92f1a4b619325382b0139593704ea4149d21b6
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,kb_two_time_propagators_v1_1.png,f7c66231d72a091f5d1ad5fc6fc5b935fc627cab5727b8a87784311a55275c86
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,preheating_portal_risk_v1_1.png,f02dc93e5a494675608ea5db696e78d1aafbd930923320048068b377cb86fa87
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,wilson_line_z6_completion_v1_1.png,1627f5e08204e41a90bd1bdf37759abc6bf02878b095fb7018a7946ba1cbc5cc
11,v1.1,11-v1.1-selector-threshold-kadanoff-baym,selector_threshold_kb_uv_research_package_v1_1.zip,73121da1ebd6ff66d6c8a38137c90f89b0b8ea546c2c3f7ea194cf996b3837b1
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_matching_nonlinear_cascade_v1_2.pdf,d900bb44e3b616a92a7bedbcbbc24ab36ce34ddb15f8fd6d7e4f583c9f257679
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_matching_nonlinear_cascade_v1_2.tex,f2fdfeedacaeffac97da7e69f17cab6f61b498bb917375104540476497b152fa
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_matching_nonlinear_cascade_v1_2.md,f81df9223dcb6ff4db0f233a28fc9f39fdf80deb962a7d9e20cb2b03ba51d2f4
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,verify_exact_matching_cascade_v1_2.py,d0de435ede8e55d35ee024b35a8aa5a2665ccc44219faf09fc782b70f286603e
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_matching_nonlinear_cascade_results_v1_2.json,9b9d17c6ef10d86bb4b849a53e5ebc80d65faa069a8c89b8b10d99c92cb8dee0
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_matching_nonlinear_cascade_acceptance_matrix_v1_2.csv,71254588b8ee8d1d126bd517c26fea1bc5ce778e3e5fc61ab746739130759539
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_three_loop_matching_v1_2.png,3525d4975725dbce70d296f72a0335eb1cc41663374e28d873a8626d92c38b01
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,nonlinear_cascade_energy_flow_v1_2.png,3d2616ede2db88a0a91b11ea3929fbc3ab119cd08385a2c0f8730a5b30cec1c9
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,cascade_temperature_ratio_v1_2.png,de6fb5258d628d5da2f90948f3cbe447d10069f709205b3db249f8ddcaaba993
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,cascade_final_spectra_v1_2.png,71f7c52082b305214b8f5f1f72e33d7559336b73e3537ce67edf83f82dc37b67
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,cascade_species_partition_v1_2.png,966f4168d0c75a3fbd159a3f42d24f59c1858fb4d9e7689589714588933665c1
12,v1.2,12-v1.2-exact-matching-nonlinear-cascade,exact_matching_nonlinear_cascade_research_package_v1_2.zip,43a9640d197f42c01ae55b5a8a5db2bba25fd60d1daf0b8e7fa4bc6b5ac44b0b
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_explicit_collision_v1_3.pdf,b126250ca30610031c0e8aa2720ac77f79d3a3d9c4cd2790a6630c0d88978124
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_explicit_collision_v1_3.tex,c41ca651d5d85db184b34e375ffcfbc965af7f23ff26650cb8a31d81344d2e0d
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_explicit_collision_v1_3.md,0591bf71d2d682d48e33c9d3b3fa08693824352c46f6c8fbc6fbe4b7a37f6d66
13,v1.3,13-v1.3-rg-improved-explicit-collision,verify_rg_improved_explicit_collision_v1_3.py,a9d5ff2cb90e5d0ab210eff30ca5e9cf7597e987ffb51591a81b529b41df0216
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_collision_results_v1_3.json,c1a0792815c52a23a0137e9e1a60f9f13a8436f221d435cf576e6e4c117b9191
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_collision_acceptance_matrix_v1_3.csv,43e02edbb80266ee9ae0b9763946c873799507b4d5c2073953456a3312b15e65
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_collision_arrays_v1_3.npz,84e367564753408243f6f6230b3cba55f8ee3b0aeeac52bfa2d69d833b697583
13,v1.3,13-v1.3-rg-improved-explicit-collision,rg_improved_explicit_collision_research_package_v1_3.zip,5d58d6161312754a28083eccd60534c9c4a29eef5ffce316d85a5821fa008d2c
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_v1_4.pdf,4afc0e9594c19df1debe2fb2ccca86a9a26bf7b87fa740fb6ae01264ae073db3
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_v1_4.tex,33bee3eb30ef04173f80e7aa1a2025b8581fa5fcae2e0f11f32af6c936e726f2
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_v1_4.md,3e5250f82b6d5f844b97c9c90d69bd7a16ae3654935774517b9c5b20ec7aa286
14,v1.4,14-v1.4-direct-amy-transport,verify_full_amy_collision_v1_4.py,c99e74edfb9a670b519780d5dd0d4d20a31e019b5275563c86caecbeb45fffa3
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_results_v1_4.json,c3edbda1443007b8b1f7dfb2427042d2e782bb694d2a88dc29abfd8305def817
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_collision_table_v1_4.csv,778fbf2a2d43c26bbb5207fc95c89b52c48b219752ca4fd41a66430a4b983251
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_acceptance_matrix_v1_4.csv,778fbf2a2d43c26bbb5207fc95c89b52c48b219752ca4fd41a66430a4b983251
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_arrays_v1_4.npz,32945d384453b2970fd6fbc53dfb7197750e65835e822d2198fa4a3c401b3457
14,v1.4,14-v1.4-direct-amy-transport,direct_amy_transport_research_package_v1_4.zip,059587664b748d9cc9fd232012a299e6b2f0c75e6296b8ae683b7a42c5ac860c
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_v1_5.pdf,f3bb1bc9826dcf77856273035fda1b263f09b8da5f4b790bbb00f6dfbcd90fe8
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_v1_5.tex,102b53ccea1366efba95ef4146ea39275e039390ede472b5f23acf16fb78e084
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_v1_5.md,0e5e52a83b3f51a9ced1b7c57a675622623bff20877d7b8b749cac8918b7a3e2
15,v1.5,15-v1.5-electroweak-yukawa-lpm,verify_electroweak_yukawa_lpm_v1_5.py,926f8c8ee249c0d718992af689203fe72de003c7c424d1791ba5d3834911e4a0
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_results_v1_5.json,db42ca17d87cdaae1bb9d3859cf3c5584d2adda69d1aa7c44883b7fd987d16f8
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_parameter_table_v1_5.csv,920c2d9eff397032f8c0626b63e6be761582c43e5ad28bee7b2ad535ce40009c
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_arrays_v1_5.npz,64b5f9349f169e60d5fc8dce20b2144499106938407b139375bad58e1b0fc676
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_acceptance_matrix_v1_5.csv,920c2d9eff397032f8c0626b63e6be761582c43e5ad28bee7b2ad535ce40009c
15,v1.5,15-v1.5-electroweak-yukawa-lpm,ew_yukawa_lpm_kernel_v1_5.png,8e1430620a3e178bfb34a165fb5b7553815245844fd25baf9dc5e82a646f260d
15,v1.5,15-v1.5-electroweak-yukawa-lpm,ew_yukawa_lpm_rate_v1_5.png,bd6339ecd356e102ee4dcc9bafc301aa1a5f86e04659ff3e59d2a8bff78fed1c
15,v1.5,15-v1.5-electroweak-yukawa-lpm,ew_yukawa_lpm_validation_v1_5.png,897a5e34c282761b14545f00298d40e24a20c4f8c7225bcf6fd3235c43c7b2c7
15,v1.5,15-v1.5-electroweak-yukawa-lpm,ew_yukawa_sk_memory_v1_5.png,698aa5255d32215f852ddbf7b92ddb23b3a4230834a7d1cae75f4cf6a1f2fc12
15,v1.5,15-v1.5-electroweak-yukawa-lpm,ew_yukawa_sk_two_time_v1_5.png,111b043903772ae68d7bf3795493ef5f8c69cbc61b06a7ed8f929fd6696063f3
15,v1.5,15-v1.5-electroweak-yukawa-lpm,electroweak_yukawa_lpm_research_package_v1_5.zip,e8326d7284dc4fa16dd77cd80d549f8ccc895f1933e42c842126cad1e71e2b0e
16,v1.6,16-v1.6-hard-portal-retarded-kernel,chronometric_project_checkpoint_v1_6.pdf,fc9283f077d72583ef5879abcf672c20ded8a257b96c534fc92bed85fbad5fbb
16,v1.6,16-v1.6-hard-portal-retarded-kernel,chronometric_project_checkpoint_v1_6.tex,dc5fa411f4be42b700595712651139a0e71e5f591ff06d060aec47b729a7af84
16,v1.6,16-v1.6-hard-portal-retarded-kernel,chronometric_project_checkpoint_v1_6.md,6f99a83b3a2dded0523b5ae92b30bd8e0967bbb0fa4ea5b95f1f1fcd8c29b1dd
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_kernel_v1_6.pdf,b82605350706b9bde8da10a5aa2125b1448ffe54b64e8af7123e1c2b8fa1c1ef
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_kernel_v1_6.tex,f8e48c017b890f7e9af5ef404d671d6f590d8fa169447f5c02bd14bcbff6126c
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_kernel_v1_6.md,f12c733310996f6704d89317b5af6945ef82cf8ac2c40e68b9414dcfdcdc80a2
16,v1.6,16-v1.6-hard-portal-retarded-kernel,verify_hard_portal_retarded_grid_v1_6.py,e790270bdb41f656d92857d7e3490a926804c84a69ebc764a31532006d7e3c13
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_results_v1_6.json,b23ab9bed6cf0da7681f57f125a164a634a5a928cd939f77b3188c357060e622
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_grid_v1_6.npz,45cf705b45b20a251549e938d19e02f8063ce482be289d1ddb7a5699a17b716a
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_onshell_table_v1_6.csv,56fcfbab24e191d78d30e81018356c2c65d1aa9c3a6af4843baeb2f6ea2d3bbc
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_acceptance_matrix_v1_6.csv,56fcfbab24e191d78d30e81018356c2c65d1aa9c3a6af4843baeb2f6ea2d3bbc
